neuron_id,spike_time
0,2.1500000000999964 ms
0,6.0500000001000185 ms
0,9.900000000100073 ms
0,13.500000000100124 ms
0,18.750000000100002 ms
0,23.90000000009971 ms
0,31.65000000009927 ms
0,35.350000000099065 ms
0,40.15000000009879 ms
0,45.400000000098494 ms
0,48.60000000009831 ms
0,52.85000000009807 ms
0,56.25000000009788 ms
0,59.75000000009768 ms
0,65.85000000009785 ms
0,72.30000000009932 ms
0,76.80000000010034 ms
0,79.95000000010106 ms
0,83.2500000001018 ms
0,87.90000000010286 ms
0,91.30000000010364 ms
0,94.95000000010447 ms
0,99.45000000010549 ms
0,102.95000000010629 ms
0,106.90000000010718 ms
0,111.15000000010815 ms
0,116.60000000010939 ms
0,119.7000000001101 ms
0,122.65000000011077 ms
0,127.10000000011178 ms
0,130.55000000011253 ms
0,134.4000000001134 ms
0,139.00000000011445 ms
0,144.15000000011563 ms
0,148.20000000011655 ms
0,152.4000000001175 ms
0,156.3500000001184 ms
0,160.55000000011935 ms
0,164.00000000012014 ms
0,168.2500000001211 ms
0,171.7000000001219 ms
0,175.7500000001228 ms
0,180.1500000001238 ms
0,184.0500000001247 ms
0,188.4500000001257 ms
0,192.25000000012656 ms
0,198.600000000128 ms
0,205.00000000012946 ms
0,208.2500000001302 ms
0,213.70000000013144 ms
0,217.1000000001322 ms
0,221.4000000001332 ms
0,224.5000000001339 ms
0,229.05000000013493 ms
0,232.8500000001358 ms
0,236.65000000013666 ms
0,242.9500000001381 ms
0,247.4000000001391 ms
0,252.2000000001402 ms
0,256.5000000001406 ms
0,261.3000000001362 ms
0,265.55000000013234 ms
0,268.60000000012957 ms
0,272.25000000012625 ms
0,276.55000000012234 ms
0,283.7500000001158 ms
0,288.20000000011174 ms
0,291.95000000010833 ms
0,295.25000000010533 ms
0,298.75000000010215 ms
0,304.1000000000973 ms
0,307.2500000000944 ms
0,310.3500000000916 ms
0,313.90000000008837 ms
0,317.3000000000853 ms
0,321.8000000000812 ms
0,325.80000000007755 ms
0,330.0000000000737 ms
0,334.05000000007004 ms
0,337.80000000006663 ms
0,341.65000000006313 ms
0,345.2000000000599 ms
0,349.00000000005645 ms
0,352.7000000000531 ms
0,357.55000000004867 ms
0,361.0500000000455 ms
0,364.2000000000426 ms
0,367.4000000000397 ms
0,370.65000000003675 ms
0,373.6000000000341 ms
0,378.10000000003 ms
0,381.9500000000265 ms
0,386.50000000002234 ms
0,389.9500000000192 ms
0,394.1000000000154 ms
0,398.05000000001183 ms
0,402.00000000000824 ms
0,405.85000000000474 ms
0,409.5000000000014 ms
0,412.64999999999856 ms
0,416.49999999999505 ms
0,420.7499999999912 ms
0,424.249999999988 ms
0,427.39999999998514 ms
0,430.69999999998214 ms
0,434.54999999997864 ms
0,438.94999999997464 ms
0,443.34999999997063 ms
0,447.6499999999667 ms
0,451.59999999996313 ms
0,455.5999999999595 ms
0,460.49999999995504 ms
0,463.89999999995194 ms
0,467.64999999994853 ms
0,471.4499999999451 ms
0,474.849999999942 ms
0,478.49999999993867 ms
0,481.8499999999356 ms
0,486.949999999931 ms
0,490.14999999992807 ms
0,493.59999999992493 ms
0,499.3499999999197 ms
0,502.79999999991657 ms
0,506.1999999999135 ms
0,511.1999999999089 ms
0,516.0499999999046 ms
0,519.0999999999018 ms
0,523.0499999998982 ms
0,526.1499999998954 ms
0,530.5499999998914 ms
0,535.5499999998868 ms
0,540.7999999998821 ms
0,545.1499999998781 ms
0,551.7499999998721 ms
0,555.8499999998684 ms
0,561.749999999863 ms
0,566.2999999998589 ms
0,569.8499999998556 ms
0,576.09999999985 ms
0,579.8499999998465 ms
0,583.749999999843 ms
0,587.6499999998395 ms
0,591.5999999998359 ms
0,596.999999999831 ms
0,600.7999999998275 ms
0,604.1999999998244 ms
0,608.0999999998209 ms
0,612.2499999998171 ms
0,617.3999999998124 ms
0,620.7999999998093 ms
0,625.6499999998049 ms
0,629.4499999998014 ms
0,633.6999999997976 ms
0,639.0999999997927 ms
0,644.1499999997881 ms
0,647.6499999997849 ms
0,652.6499999997803 ms
0,657.0499999997763 ms
0,661.0499999997727 ms
0,665.6499999997685 ms
0,669.9999999997646 ms
0,674.3999999997606 ms
0,678.7499999997566 ms
0,682.3999999997533 ms
0,686.9499999997491 ms
0,690.7499999997457 ms
0,694.8999999997419 ms
0,699.9499999997373 ms
0,703.7499999997339 ms
0,709.2999999997288 ms
0,713.1999999997253 ms
0,717.1999999997216 ms
0,721.199999999718 ms
0,724.6499999997149 ms
0,730.0999999997099 ms
0,734.0999999997063 ms
0,737.4999999997032 ms
0,741.8499999996992 ms
0,746.9499999996946 ms
0,751.3999999996905 ms
0,754.9999999996872 ms
0,759.5499999996831 ms
0,763.0499999996799 ms
0,768.8499999996747 ms
0,772.4499999996714 ms
0,778.6499999996657 ms
0,782.5999999996621 ms
0,786.2999999996588 ms
0,794.0499999996517 ms
0,797.4999999996486 ms
0,801.1999999996452 ms
0,804.5499999996422 ms
0,807.8499999996392 ms
0,813.8999999996337 ms
0,817.8499999996301 ms
0,821.6999999996266 ms
0,826.2499999996224 ms
0,832.4499999996168 ms
0,837.3999999996123 ms
0,841.2499999996088 ms
0,844.9499999996054 ms
0,848.699999999602 ms
0,852.6999999995984 ms
0,856.7999999995947 ms
0,859.9499999995918 ms
0,865.249999999587 ms
0,869.0499999995835 ms
0,872.7499999995802 ms
0,876.6999999995766 ms
0,882.4999999995713 ms
0,885.8499999995682 ms
0,891.0499999995635 ms
0,894.4499999995604 ms
0,898.6499999995566 ms
0,903.7999999995519 ms
0,907.6999999995484 ms
0,913.0499999995435 ms
0,918.9499999995381 ms
0,923.5999999995339 ms
0,927.3999999995305 ms
0,936.1499999995225 ms
0,939.999999999519 ms
0,943.9499999995154 ms
0,949.6499999995102 ms
0,953.6999999995065 ms
0,958.9499999995018 ms
0,962.9499999994981 ms
0,966.7999999994946 ms
0,971.1999999994906 ms
0,974.9499999994872 ms
0,978.2499999994842 ms
0,981.9999999994808 ms
0,985.7999999994773 ms
0,989.1999999994742 ms
0,993.0499999994707 ms
0,997.149999999467 ms
0,1001.2499999994633 ms
0,1005.7999999994591 ms
0,1011.2999999994541 ms
0,1014.8999999994509 ms
0,1019.099999999447 ms
0,1023.2499999994433 ms
0,1027.449999999455 ms
0,1032.0499999994718 ms
0,1036.3499999994874 ms
0,1040.9499999995041 ms
0,1045.1499999995194 ms
0,1050.1499999995376 ms
0,1054.6999999995542 ms
0,1058.8499999995693 ms
