neuron_id,spike_time
0,2.6500000000999946 ms
0,8.050000000100047 ms
0,12.100000000100104 ms
0,15.200000000100149 ms
0,19.100000000099982 ms
0,22.400000000099794 ms
0,26.00000000009959 ms
0,30.600000000099328 ms
0,34.7500000000991 ms
0,38.60000000009888 ms
0,42.200000000098676 ms
0,45.70000000009848 ms
0,53.55000000009803 ms
0,57.850000000097786 ms
0,62.05000000009755 ms
0,66.60000000009802 ms
0,70.50000000009891 ms
0,74.65000000009985 ms
0,78.25000000010067 ms
0,81.80000000010148 ms
0,85.15000000010224 ms
0,89.4000000001032 ms
0,93.05000000010403 ms
0,98.25000000010522 ms
0,103.65000000010644 ms
0,108.00000000010743 ms
0,112.90000000010855 ms
0,121.00000000011039 ms
0,124.45000000011117 ms
0,128.10000000011198 ms
0,131.35000000011271 ms
0,135.15000000011358 ms
0,141.20000000011495 ms
0,145.800000000116 ms
0,150.75000000011713 ms
0,154.85000000011806 ms
0,158.1000000001188 ms
0,161.35000000011954 ms
0,165.50000000012048 ms
0,168.75000000012122 ms
0,172.95000000012217 ms
0,176.600000000123 ms
0,182.3000000001243 ms
0,188.0500000001256 ms
0,191.85000000012647 ms
0,197.00000000012764 ms
0,201.15000000012859 ms
0,205.35000000012954 ms
0,208.7000000001303 ms
0,212.2000000001311 ms
0,218.90000000013262 ms
0,222.20000000013337 ms
0,226.00000000013424 ms
0,230.45000000013525 ms
0,236.3500000001366 ms
0,239.65000000013734 ms
0,247.8500000001392 ms
0,252.40000000014024 ms
0,256.40000000014066 ms
0,260.5500000001369 ms
0,264.10000000013366 ms
0,267.85000000013025 ms
0,271.35000000012707 ms
0,275.90000000012293 ms
0,280.8000000001185 ms
0,285.00000000011465 ms
0,288.7000000001113 ms
0,291.9000000001084 ms
0,295.4000000001052 ms
0,302.6500000000986 ms
0,306.3000000000953 ms
0,310.1000000000918 ms
0,315.55000000008687 ms
0,319.0500000000837 ms
0,324.70000000007855 ms
0,329.0500000000746 ms
0,334.8500000000693 ms
0,338.6000000000659 ms
0,342.60000000006227 ms
0,346.3000000000589 ms
0,352.1500000000536 ms
0,355.6500000000504 ms
0,362.0000000000446 ms
0,366.4000000000406 ms
0,370.350000000037 ms
0,376.35000000003157 ms
0,380.8500000000275 ms
0,385.0000000000237 ms
0,389.3000000000198 ms
0,394.0000000000155 ms
0,397.25000000001256 ms
0,401.8500000000084 ms
0,405.75000000000483 ms
0,410.6000000000004 ms
0,414.6999999999967 ms
0,419.34999999999246 ms
0,424.19999999998805 ms
0,427.7499999999848 ms
0,431.4999999999814 ms
0,434.6999999999785 ms
0,438.4499999999751 ms
0,442.3999999999715 ms
0,446.7999999999675 ms
0,450.34999999996427 ms
0,456.29999999995886 ms
0,460.24999999995526 ms
0,464.2999999999516 ms
0,467.8999999999483 ms
0,471.549999999945 ms
0,474.64999999994217 ms
0,478.19999999993894 ms
0,481.9999999999355 ms
0,485.99999999993184 ms
0,489.19999999992893 ms
0,492.9999999999255 ms
0,497.29999999992157 ms
0,500.9999999999182 ms
0,505.3999999999142 ms
0,510.59999999990947 ms
0,514.449999999906 ms
0,517.749999999903 ms
0,522.0499999998991 ms
0,527.2499999998944 ms
0,531.1499999998908 ms
0,534.9999999998873 ms
0,541.1999999998817 ms
0,545.4999999998778 ms
0,549.9499999998737 ms
0,555.7999999998684 ms
0,560.3499999998643 ms
0,564.1499999998608 ms
0,569.0999999998563 ms
0,573.9999999998519 ms
0,578.4999999998478 ms
0,582.4999999998441 ms
0,587.9499999998392 ms
0,592.549999999835 ms
0,596.1499999998317 ms
0,600.249999999828 ms
0,605.799999999823 ms
0,610.3499999998188 ms
0,613.7999999998157 ms
0,617.3499999998124 ms
0,621.6999999998085 ms
0,626.4999999998041 ms
0,629.899999999801 ms
0,633.7999999997975 ms
0,637.7999999997938 ms
0,641.7499999997902 ms
0,647.5999999997849 ms
0,651.3999999997815 ms
0,656.9499999997764 ms
0,661.6499999997721 ms
0,666.0999999997681 ms
0,669.6499999997649 ms
0,676.3999999997587 ms
0,680.2999999997552 ms
0,684.1999999997516 ms
0,688.6499999997476 ms
0,700.3999999997369 ms
0,704.5499999997331 ms
0,708.6499999997294 ms
0,713.0999999997254 ms
0,717.4499999997214 ms
0,720.4499999997187 ms
0,726.8499999997128 ms
0,731.8499999997083 ms
0,736.1499999997044 ms
0,740.6499999997003 ms
0,744.1999999996971 ms
0,747.8499999996938 ms
0,752.3999999996896 ms
0,756.5499999996858 ms
0,762.8499999996801 ms
0,766.9499999996764 ms
0,770.2999999996733 ms
0,773.7999999996701 ms
0,778.4499999996659 ms
0,783.0499999996617 ms
0,787.5499999996576 ms
0,792.2499999996534 ms
0,798.099999999648 ms
0,801.6999999996448 ms
0,805.5499999996413 ms
0,809.3499999996378 ms
0,812.9499999996345 ms
0,817.3999999996305 ms
0,821.5999999996267 ms
0,824.599999999624 ms
0,828.6499999996203 ms
0,832.4999999996168 ms
0,836.2499999996134 ms
0,840.2499999996097 ms
0,844.6999999996057 ms
0,849.7499999996011 ms
0,854.7499999995965 ms
0,858.9499999995927 ms
0,862.7499999995892 ms
0,868.9499999995836 ms
0,873.0499999995799 ms
0,876.2999999995769 ms
0,881.749999999572 ms
0,886.7499999995674 ms
0,890.6499999995639 ms
0,894.3999999995605 ms
0,899.4499999995559 ms
0,903.0499999995526 ms
0,908.149999999548 ms
0,913.4499999995431 ms
0,917.0499999995399 ms
0,920.3999999995368 ms
0,924.3999999995332 ms
0,929.2499999995288 ms
0,932.4999999995258 ms
0,937.5499999995212 ms
0,941.1999999995179 ms
0,946.2999999995133 ms
0,950.7999999995092 ms
0,954.5999999995057 ms
0,960.7499999995001 ms
0,966.2499999994951 ms
0,972.949999999489 ms
0,976.4999999994858 ms
0,981.6499999994811 ms
0,986.8499999994764 ms
0,990.1999999994733 ms
0,993.3499999994705 ms
0,996.5499999994676 ms
0,1000.3999999994641 ms
0,1004.3999999994604 ms
0,1007.6499999994575 ms
0,1014.0499999994516 ms
0,1017.8999999994481 ms
0,1021.5499999994448 ms
0,1028.8999999994603 ms
0,1033.8999999994785 ms
0,1039.3499999994983 ms
0,1042.6999999995105 ms
0,1047.249999999527 ms
0,1053.849999999551 ms
0,1057.3499999995638 ms
0,1062.1499999995813 ms
0,1066.0499999995955 ms
0,1069.749999999609 ms
0,1073.2999999996218 ms
0,1077.5499999996373 ms
0,1084.1499999996613 ms
0,1091.0499999996864 ms
0,1094.9499999997006 ms
0,1098.9999999997153 ms
0,1102.5499999997282 ms
0,1105.8499999997402 ms
0,1109.349999999753 ms
0,1113.449999999768 ms
0,1116.9999999997808 ms
0,1120.2999999997928 ms
0,1125.849999999813 ms
0,1129.2499999998254 ms
0,1132.7999999998383 ms
0,1136.5999999998521 ms
0,1141.0999999998685 ms
0,1144.8499999998821 ms
0,1148.8999999998969 ms
0,1154.2499999999163 ms
0,1157.9499999999298 ms
0,1161.7999999999438 ms
0,1165.149999999956 ms
0,1168.8999999999696 ms
0,1173.3499999999858 ms
0,1176.699999999998 ms
0,1180.850000000013 ms
0,1185.6000000000304 ms
0,1188.7500000000418 ms
0,1192.0500000000538 ms
0,1199.6500000000815 ms
0,1203.2500000000946 ms
0,1207.0000000001082 ms
0,1210.9500000001226 ms
0,1215.200000000138 ms
0,1218.750000000151 ms
0,1222.4000000001643 ms
0,1228.7500000001874 ms
0,1233.2000000002035 ms
0,1236.4500000002154 ms
0,1240.200000000229 ms
0,1243.0000000002392 ms
0,1246.7500000002528 ms
0,1251.1000000002687 ms
0,1255.300000000284 ms
0,1259.2500000002983 ms
0,1266.850000000326 ms
0,1271.0500000003412 ms
0,1274.4500000003536 ms
0,1279.1000000003705 ms
0,1284.700000000391 ms
0,1293.1000000004215 ms
0,1298.1000000004396 ms
0,1302.5000000004557 ms
0,1306.6500000004708 ms
0,1311.95000000049 ms
0,1315.7500000005039 ms
0,1322.4500000005282 ms
0,1328.2000000005492 ms
0,1331.7000000005619 ms
0,1336.100000000578 ms
0,1340.9000000005954 ms
0,1344.4500000006083 ms
0,1347.70000000062 ms
0,1351.250000000633 ms
0,1357.2500000006548 ms
0,1361.6000000006707 ms
0,1367.0500000006905 ms
0,1370.3500000007025 ms
0,1374.2000000007165 ms
0,1377.650000000729 ms
0,1383.2500000007494 ms
0,1390.3500000007753 ms
0,1394.7500000007913 ms
0,1399.7000000008093 ms
0,1404.1500000008255 ms
0,1408.3000000008406 ms
0,1412.0500000008542 ms
0,1416.9000000008718 ms
0,1423.6500000008964 ms
0,1427.9000000009119 ms
0,1431.8500000009262 ms
0,1435.65000000094 ms
0,1443.4000000009682 ms
0,1446.9500000009812 ms
0,1450.750000000995 ms
0,1454.4000000010083 ms
0,1458.0500000010215 ms
0,1462.050000001036 ms
0,1466.150000001051 ms
0,1469.6500000010637 ms
0,1474.2500000010805 ms
0,1479.900000001101 ms
0,1484.2500000011169 ms
0,1488.2000000011312 ms
0,1491.9500000011449 ms
0,1497.1000000011636 ms
0,1501.900000001181 ms
0,1506.300000001197 ms
0,1509.550000001209 ms
0,1513.3000000012225 ms
0,1518.10000000124 ms
0,1521.700000001253 ms
0,1526.35000000127 ms
0,1530.2500000012842 ms
0,1534.0000000012978 ms
0,1538.3000000013135 ms
0,1543.950000001334 ms
0,1547.500000001347 ms
0,1551.4000000013611 ms
0,1556.0000000013779 ms
0,1562.350000001401 ms
0,1566.1000000014146 ms
0,1571.0500000014326 ms
0,1578.1000000014583 ms
0,1582.8000000014754 ms
0,1586.0500000014872 ms
0,1590.5500000015036 ms
0,1594.6000000015183 ms
0,1598.5000000015325 ms
0,1602.8500000015483 ms
0,1606.5500000015618 ms
0,1610.5000000015762 ms
0,1614.050000001589 ms
0,1618.0000000016034 ms
0,1625.4000000016304 ms
0,1629.0500000016436 ms
0,1632.5000000016562 ms
0,1636.850000001672 ms
0,1640.7500000016862 ms
0,1645.2500000017026 ms
0,1648.9000000017159 ms
0,1653.9500000017342 ms
0,1657.6500000017477 ms
0,1662.3500000017648 ms
0,1667.3000000017828 ms
0,1671.7000000017988 ms
0,1675.5000000018126 ms
0,1679.2500000018263 ms
0,1683.2500000018408 ms
0,1687.950000001858 ms
0,1692.350000001874 ms
0,1697.0000000018908 ms
0,1700.5000000019036 ms
0,1703.9500000019161 ms
0,1709.8000000019374 ms
0,1715.1000000019567 ms
0,1720.2000000019752 ms
0,1726.200000001997 ms
0,1729.450000002009 ms
0,1733.7500000020245 ms
0,1738.850000002043 ms
0,1742.3500000020558 ms
0,1747.350000002074 ms
0,1752.2500000020918 ms
0,1755.6500000021042 ms
0,1758.8000000021157 ms
0,1764.8000000021375 ms
0,1769.1000000021531 ms
0,1774.1000000021713 ms
0,1778.4500000021872 ms
0,1784.6500000022097 ms
0,1788.4000000022234 ms
0,1792.3500000022377 ms
0,1796.1000000022514 ms
0,1800.6000000022677 ms
0,1804.1500000022806 ms
0,1808.0000000022947 ms
0,1811.7000000023081 ms
0,1815.1000000023205 ms
0,1821.2000000023427 ms
0,1826.5500000023621 ms
0,1830.4000000023761 ms
0,1835.5000000023947 ms
0,1839.2000000024082 ms
0,1845.2500000024302 ms
0,1849.0000000024438 ms
0,1853.3500000024596 ms
0,1858.0000000024766 ms
0,1861.3000000024886 ms
0,1865.000000002502 ms
0,1868.7500000025157 ms
0,1874.350000002536 ms
0,1878.20000000255 ms
0,1883.2000000025682 ms
0,1887.000000002582 ms
0,1892.9000000026035 ms
0,1897.2000000026192 ms
0,1900.5000000026312 ms
0,1904.600000002646 ms
0,1908.5000000026603 ms
0,1912.7000000026756 ms
0,1916.0000000026876 ms
0,1919.150000002699 ms
0,1923.000000002713 ms
0,1931.500000002744 ms
0,1935.7000000027592 ms
0,1939.9500000027747 ms
0,1943.5500000027878 ms
0,1947.0000000028003 ms
0,1950.8000000028142 ms
0,1954.600000002828 ms
0,1959.800000002847 ms
0,1964.6000000028644 ms
0,1968.1500000028773 ms
0,1972.2500000028922 ms
0,1977.2500000029104 ms
0,1981.4500000029257 ms
0,1989.3500000029544 ms
0,1992.7500000029668 ms
0,1998.1500000029864 ms
0,2004.8000000030106 ms
0,2008.2500000030232 ms
0,2013.3500000030417 ms
0,2017.5000000030568 ms
0,2021.10000000307 ms
0,2027.5500000030934 ms
0,2031.2000000031067 ms
0,2035.950000003124 ms
0,2039.7000000031376 ms
0,2044.2500000031541 ms
0,2048.1500000031683 ms
0,2051.600000003181 ms
0,2056.250000003198 ms
0,2059.7500000032105 ms
0,2064.4500000032276 ms
0,2068.2000000032413 ms
0,2072.250000003256 ms
0,2076.10000000327 ms
0,2080.3000000032853 ms
0,2083.800000003298 ms
0,2088.0000000033133 ms
0,2092.300000003329 ms
0,2096.5500000033444 ms
0,2100.7000000033595 ms
0,2106.30000000338 ms
0,2110.6000000033955 ms
0,2119.500000003428 ms
0,2123.600000003443 ms
0,2127.6500000034575 ms
0,2133.9000000034803 ms
0,2141.1000000035065 ms
0,2144.85000000352 ms
0,2150.5000000035407 ms
0,2154.6000000035556 ms
0,2162.0500000035827 ms
0,2167.0000000036007 ms
0,2170.2500000036125 ms
0,2173.8500000036256 ms
0,2178.400000003642 ms
0,2183.000000003659 ms
0,2186.600000003672 ms
0,2192.2500000036925 ms
0,2196.9500000037096 ms
0,2201.0500000037246 ms
0,2204.3500000037366 ms
0,2208.650000003752 ms
0,2212.200000003765 ms
0,2217.8000000037855 ms
0,2221.6500000037995 ms
0,2226.5500000038173 ms
0,2230.5000000038317 ms
0,2234.3000000038455 ms
0,2237.750000003858 ms
0,2242.7500000038763 ms
0,2246.4500000038897 ms
0,2251.0000000039063 ms
0,2254.500000003919 ms
0,2258.850000003935 ms
0,2264.900000003957 ms
0,2271.850000003982 ms
0,2276.0500000039974 ms
0,2280.000000004012 ms
0,2283.5500000040247 ms
0,2287.70000000404 ms
0,2293.20000000406 ms
0,2300.3000000040856 ms
0,2304.2000000041 ms
0,2307.6500000041124 ms
0,2311.3000000041256 ms
0,2314.5000000041373 ms
0,2318.9500000041535 ms
0,2323.750000004171 ms
0,2329.00000000419 ms
0,2333.2500000042055 ms
0,2337.1500000042197 ms
0,2341.600000004236 ms
0,2345.200000004249 ms
0,2349.1500000042633 ms
0,2353.150000004278 ms
0,2357.000000004292 ms
0,2362.750000004313 ms
0,2366.3000000043257 ms
0,2370.1000000043396 ms
0,2374.2000000043545 ms
0,2379.900000004375 ms
0,2383.95000000439 ms
0,2390.600000004414 ms
0,2395.1500000044307 ms
0,2398.4000000044425 ms
0,2404.1000000044633 ms
0,2409.500000004483 ms
0,2413.5500000044976 ms
0,2419.0000000045175 ms
