neuron_id,spike_time
0,4.650000000099999 ms
0,8.050000000100047 ms
0,13.550000000100125 ms
0,17.55000000010007 ms
0,21.150000000099865 ms
0,24.450000000099678 ms
0,28.700000000099436 ms
0,31.750000000099263 ms
0,37.15000000009896 ms
0,41.30000000009873 ms
0,44.850000000098525 ms
0,50.90000000009818 ms
0,57.350000000097815 ms
0,62.9000000000975 ms
0,66.9500000000981 ms
0,72.75000000009942 ms
0,77.15000000010042 ms
0,80.20000000010111 ms
0,83.50000000010186 ms
0,87.85000000010285 ms
0,91.70000000010373 ms
0,95.25000000010454 ms
0,98.90000000010536 ms
0,102.80000000010625 ms
0,105.85000000010695 ms
0,109.30000000010773 ms
0,113.20000000010862 ms
0,117.15000000010951 ms
0,120.95000000011038 ms
0,125.15000000011133 ms
0,129.80000000011236 ms
0,135.40000000011364 ms
0,138.90000000011443 ms
0,142.2500000001152 ms
0,146.2000000001161 ms
0,153.20000000011768 ms
0,156.45000000011842 ms
0,162.9000000001199 ms
0,167.3000000001209 ms
0,171.95000000012195 ms
0,176.05000000012288 ms
0,179.75000000012372 ms
0,184.5500000001248 ms
0,190.2000000001261 ms
0,193.50000000012685 ms
0,197.00000000012764 ms
0,201.90000000012876 ms
0,205.80000000012964 ms
0,211.70000000013098 ms
0,216.00000000013196 ms
0,222.20000000013337 ms
0,225.8500000001342 ms
0,229.50000000013503 ms
0,233.15000000013586 ms
0,237.7000000001369 ms
0,241.50000000013776 ms
0,245.6500000001387 ms
0,251.55000000014005 ms
0,258.1000000001391 ms
0,263.3000000001344 ms
0,268.30000000012984 ms
0,271.8500000001266 ms
0,276.7000000001222 ms
0,280.8500000001184 ms
0,284.2000000001154 ms
0,287.75000000011215 ms
0,291.0000000001092 ms
0,295.1500000001054 ms
0,299.2500000001017 ms
0,302.4500000000988 ms
0,305.7500000000958 ms
0,309.75000000009214 ms
0,313.35000000008887 ms
0,319.0500000000837 ms
0,322.4500000000806 ms
0,326.80000000007664 ms
0,330.5500000000732 ms
0,334.4000000000697 ms
0,340.8000000000639 ms
0,345.50000000005963 ms
0,349.8500000000557 ms
0,355.35000000005067 ms
0,359.0500000000473 ms
0,363.05000000004367 ms
0,367.10000000004 ms
0,373.700000000034 ms
0,377.60000000003043 ms
0,383.75000000002484 ms
0,388.90000000002016 ms
0,392.5000000000169 ms
0,396.6500000000131 ms
0,400.35000000000974 ms
0,404.3500000000061 ms
0,408.850000000002 ms
0,412.74999999999847 ms
0,416.59999999999496 ms
0,420.34999999999155 ms
0,424.3499999999879 ms
0,427.6499999999849 ms
0,431.79999999998114 ms
0,435.64999999997764 ms
0,439.8999999999738 ms
0,443.3999999999706 ms
0,448.04999999996636 ms
0,451.69999999996304 ms
0,455.4999999999596 ms
0,458.94999999995645 ms
0,462.9499999999528 ms
0,466.84999999994926 ms
0,473.6499999999431 ms
0,477.6999999999394 ms
0,481.04999999993635 ms
0,487.4499999999305 ms
0,492.9499999999255 ms
0,497.4999999999214 ms
0,503.9499999999155 ms
0,507.849999999912 ms
0,511.4499999999087 ms
0,514.5999999999059 ms
0,517.749999999903 ms
0,521.9999999998992 ms
0,532.04999999989 ms
