neuron_id,spike_time
0,26.85 ms
0,86.6 ms
0,124.0 ms
0,150.35000000000002 ms
0,165.29999999999995 ms
0,172.25 ms
0,172.84999999999997 ms
0,182.14999999999998 ms
0,207.0 ms
0,220.04999999999995 ms
0,244.2 ms
0,282.59999999999997 ms
0,284.40000000000003 ms
0,284.50000000000006 ms
0,290.8000000000001 ms
0,304.00000000000006 ms
0,307.45 ms
0,307.84999999999997 ms
0,309.55 ms
0,319.40000000000003 ms
0,326.9500000000001 ms
0,339.40000000000003 ms
0,340.75000000000006 ms
0,345.1000000000001 ms
0,363.05 ms
0,364.95 ms
0,376.05 ms
0,380.25000000000006 ms
0,385.1000000000001 ms
0,386.1000000000001 ms
0,386.90000000000015 ms
0,411.50000000000017 ms
0,417.0500000000001 ms
0,444.15000000000015 ms
0,447.25000000000017 ms
0,450.8500000000002 ms
0,474.50000000000017 ms
0,514.1500000000001 ms
0,519.2000000000003 ms
0,550.6500000000001 ms
0,577.9500000000003 ms
0,579.0500000000002 ms
0,620.5000000000002 ms
0,641.2500000000002 ms
0,657.6000000000001 ms
0,659.6000000000001 ms
0,686.9000000000003 ms
0,692.6000000000001 ms
0,695.3000000000004 ms
0,716.2000000000003 ms
0,718.9000000000003 ms
0,730.2000000000003 ms
0,748.3500000000004 ms
0,757.0500000000002 ms
0,773.4000000000003 ms
0,824.0000000000002 ms
0,855.3000000000004 ms
0,875.1500000000003 ms
0,877.3500000000004 ms
0,896.2000000000003 ms
0,905.2500000000005 ms
0,924.6500000000003 ms
0,972.8000000000004 ms
0,975.0000000000002 ms
0,1001.5000000000002 ms
0,1007.5000000000002 ms
0,1013.2500000000002 ms
0,1035.9000000000003 ms
0,1072.3000000000004 ms
0,1074.2000000000005 ms
0,1076.7000000000005 ms
0,1095.7500000000002 ms
0,1100.1500000000003 ms
0,1103.7000000000005 ms
0,1129.6000000000006 ms
0,1133.7500000000007 ms
0,1141.2500000000007 ms
0,1148.7500000000007 ms
0,1152.6500000000008 ms
0,1154.8000000000009 ms
0,1171.3500000000006 ms
0,1171.5500000000009 ms
0,1175.3000000000009 ms
0,1180.6000000000006 ms
0,1183.3000000000009 ms
0,1188.950000000001 ms
0,1194.5500000000009 ms
0,1195.0500000000009 ms
0,1207.0000000000011 ms
0,1220.100000000001 ms
0,1248.6000000000006 ms
0,1266.0000000000007 ms
0,1308.3500000000006 ms
0,1353.5000000000007 ms
0,1353.6000000000006 ms
0,1366.9500000000005 ms
0,1390.1500000000008 ms
0,1401.100000000001 ms
0,1404.5500000000009 ms
0,1432.9000000000008 ms
0,1451.5000000000007 ms
0,1456.200000000001 ms
0,1464.3000000000009 ms
0,1499.950000000001 ms
0,1502.9500000000005 ms
0,1503.2500000000007 ms
0,1506.5000000000007 ms
0,1526.700000000001 ms
0,1548.2500000000007 ms
0,1555.700000000001 ms
0,1559.4500000000005 ms
0,1575.0500000000004 ms
0,1592.1000000000006 ms
0,1595.5000000000007 ms
0,1602.200000000001 ms
0,1616.5500000000009 ms
0,1653.450000000001 ms
0,1674.2500000000007 ms
0,1689.450000000001 ms
0,1696.0500000000009 ms
0,1708.3000000000004 ms
0,1718.0000000000007 ms
0,1721.9000000000008 ms
0,1739.0000000000007 ms
0,1747.8000000000004 ms
0,1769.8000000000009 ms
0,1796.1000000000006 ms
0,1809.5500000000009 ms
0,1826.200000000001 ms
0,1834.0000000000007 ms
0,1835.6500000000008 ms
0,1847.5000000000007 ms
0,1848.5000000000007 ms
0,1851.3000000000004 ms
0,1861.7500000000007 ms
0,1868.6000000000006 ms
0,1875.1500000000003 ms
0,1898.9000000000008 ms
0,1924.4500000000005 ms
0,1948.3500000000006 ms
0,1967.3000000000009 ms
